totalload_actual,variable,value
33559.0,conventional,13524.0
33349.0,conventional,13336.0
33324.0,conventional,13130.0
32391.0,conventional,12962.0
31693.0,conventional,13040.0
31326.0,conventional,12982.0
31413.0,conventional,13292.0
32976.0,conventional,13103.0
33437.0,conventional,13217.0
33461.0,conventional,13076.0
33056.0,conventional,12935.0
31102.0,conventional,12952.0
28626.0,conventional,13037.0
27683.0,conventional,15292.0
25516.0,conventional,14768.0
23811.0,conventional,14483.0
22994.0,conventional,14261.0
22557.0,conventional,14109.0
22508.0,conventional,14826.0
22851.0,conventional,14796.0
23707.0,conventional,14973.0
24458.0,conventional,14921.0
26870.0,conventional,15327.0
29424.0,conventional,16474.0
30752.0,conventional,17044.0
31342.0,conventional,17257.0
32162.0,conventional,17434.0
31947.0,conventional,17289.0
30381.0,conventional,17197.0
29620.0,conventional,17298.0
29337.0,conventional,17447.0
30827.0,conventional,18013.0
33153.0,conventional,18872.0
34452.0,conventional,18987.0
34424.0,conventional,18732.0
33064.0,conventional,18718.0
30116.0,conventional,18712.0
26300.0,conventional,12550.0
24320.0,conventional,12248.0
22851.0,conventional,11912.0
21969.0,conventional,11758.0
21632.0,conventional,11749.0
21679.0,conventional,11751.0
22117.0,conventional,12117.0
22575.0,conventional,12167.0
23323.0,conventional,12106.0
25573.0,conventional,12697.0
27452.0,conventional,12943.0
28437.0,conventional,12932.0
28266.0,conventional,12304.0
28502.0,conventional,12013.0
28203.0,conventional,12084.0
26941.0,conventional,11573.0
26205.0,conventional,11548.0
25965.0,conventional,11700.0
26870.0,conventional,12037.0
29817.0,conventional,12950.0
31427.0,conventional,13605.0
31642.0,conventional,12835.0
30682.0,conventional,12925.0
28129.0,conventional,12677.0
26666.0,conventional,11654.0
25046.0,conventional,11524.0
23961.0,conventional,11430.0
23543.0,conventional,11193.0
23462.0,conventional,11309.0
23951.0,conventional,11335.0
26293.0,conventional,11639.0
29950.0,conventional,12087.0
32141.0,conventional,12255.0
33407.0,conventional,12389.0
33873.0,conventional,12109.0
33899.0,conventional,11979.0
33891.0,conventional,11943.0
33423.0,conventional,11985.0
32274.0,conventional,11792.0
31605.0,conventional,11708.0
31241.0,conventional,11687.0
30954.0,conventional,11717.0
30306.0,conventional,12017.0
30457.0,conventional,12167.0
31999.0,conventional,13179.0
33665.0,conventional,13661.0
31105.0,conventional,12763.0
28661.0,conventional,12447.0
26060.0,conventional,10502.0
24423.0,conventional,10124.0
23354.0,conventional,9858.0
23015.0,conventional,9655.0
22843.0,conventional,9767.0
23301.0,conventional,9783.0
25547.0,conventional,9936.0
28410.0,conventional,10365.0
30639.0,conventional,11016.0
31795.0,conventional,10916.0
32204.0,conventional,10677.0
32376.0,conventional,10306.0
32543.0,conventional,10406.0
32306.0,conventional,10561.0
31342.0,conventional,10341.0
30622.0,conventional,10313.0
30101.0,conventional,10203.0
29637.0,conventional,10370.0
29079.0,conventional,10666.0
28990.0,conventional,10838.0
29535.0,conventional,11243.0
30953.0,conventional,11584.0
29806.0,conventional,11449.0
27608.0,conventional,11344.0
23051.0,conventional,13312.0
21684.0,conventional,12743.0
20911.0,conventional,12704.0
20707.0,conventional,12798.0
20636.0,conventional,12849.0
21208.0,conventional,13269.0
23360.0,conventional,13864.0
26156.0,conventional,14982.0
28702.0,conventional,15551.0
29999.0,conventional,15519.0
30828.0,conventional,15667.0
31321.0,conventional,15570.0
31800.0,conventional,15527.0
31828.0,conventional,15576.0
30904.0,conventional,15306.0
30261.0,conventional,14764.0
30029.0,conventional,14479.0
29994.0,conventional,14579.0
29439.0,conventional,15094.0
29370.0,conventional,15336.0
29689.0,conventional,15872.0
30319.0,conventional,15840.0
29136.0,conventional,15687.0
26670.0,conventional,15158.0
28297.0,conventional,17456.0
26571.0,conventional,17331.0
25371.0,conventional,16992.0
24916.0,conventional,16634.0
24489.0,conventional,16449.0
24823.0,conventional,16249.0
26410.0,conventional,16878.0
28522.0,conventional,17967.0
30936.0,conventional,18899.0
33023.0,conventional,19219.0
34175.0,conventional,19558.0
34992.0,conventional,19571.0
35600.0,conventional,19152.0
35881.0,conventional,17326.0
35136.0,conventional,16556.0
34467.0,conventional,16514.0
34293.0,conventional,16770.0
34197.0,conventional,17224.0
33663.0,conventional,17434.0
33140.0,conventional,17468.0
32467.0,conventional,17366.0
32135.0,conventional,17251.0
31587.0,conventional,17853.0
29353.0,conventional,17161.0
30696.0,conventional,18701.0
28732.0,conventional,17625.0
27114.0,conventional,17473.0
26217.0,conventional,17480.0
25487.0,conventional,17518.0
24959.0,conventional,17798.0
25091.0,conventional,18320.0
25109.0,conventional,18386.0
26487.0,conventional,18474.0
28743.0,conventional,19008.0
30752.0,conventional,19736.0
31728.0,conventional,20545.0
32676.0,conventional,20690.0
33509.0,conventional,20373.0
33855.0,conventional,20246.0
33469.0,conventional,20361.0
33002.0,conventional,18822.0
32531.0,conventional,18342.0
32074.0,conventional,18406.0
31989.0,conventional,18735.0
31780.0,conventional,18973.0
32348.0,conventional,19042.0
31952.0,conventional,19110.0
30144.0,conventional,19004.0
27893.0,conventional,18078.0
26343.0,conventional,17844.0
25434.0,conventional,17349.0
24986.0,conventional,17330.0
24603.0,conventional,17476.0
25043.0,conventional,17953.0
26981.0,conventional,19794.0
29483.0,conventional,21678.0
31166.0,conventional,22483.0
33174.0,conventional,22693.0
34316.0,conventional,22743.0
35198.0,conventional,23063.0
35959.0,conventional,23306.0
36266.0,conventional,23152.0
35734.0,conventional,23017.0
35327.0,conventional,22984.0
35197.0,conventional,22607.0
34956.0,conventional,22433.0
34200.0,conventional,22575.0
33475.0,conventional,23067.0
33734.0,conventional,23249.0
34600.0,conventional,23287.0
31976.0,conventional,21600.0
29493.0,conventional,20344.0
25650.0,conventional,18092.0
24387.0,conventional,17732.0
23530.0,conventional,17480.0
23297.0,conventional,17323.0
23118.0,conventional,17380.0
23400.0,conventional,18156.0
25558.0,conventional,20416.0
29116.0,conventional,23299.0
30466.0,conventional,24000.0
31469.0,conventional,24288.0
31968.0,conventional,24266.0
32428.0,conventional,23931.0
32963.0,conventional,23548.0
32971.0,conventional,23205.0
32164.0,conventional,22865.0
31698.0,conventional,22541.0
31689.0,conventional,23399.0
31731.0,conventional,25005.0
31236.0,conventional,25120.0
31177.0,conventional,25128.0
33108.0,conventional,25235.0
32111.0,conventional,24704.0
29110.0,conventional,21184.0
26888.0,conventional,19503.0
24193.0,conventional,18441.0
22619.0,conventional,17480.0
21437.0,conventional,16471.0
20786.0,conventional,16364.0
20454.0,conventional,16014.0
20519.0,conventional,15930.0
20889.0,conventional,16037.0
21251.0,conventional,15977.0
21907.0,conventional,16048.0
24037.0,conventional,15705.0
25579.0,conventional,15868.0
26280.0,conventional,15966.0
26263.0,conventional,15888.0
26582.0,conventional,16067.0
26479.0,conventional,15882.0
25331.0,conventional,15221.0
24743.0,conventional,15577.0
24984.0,conventional,16628.0
27303.0,conventional,16986.0
28886.0,conventional,17142.0
29737.0,conventional,16842.0
29478.0,conventional,16919.0
28126.0,conventional,16573.0
25852.0,conventional,15623.0
26932.0,conventional,17291.0
25028.0,conventional,16931.0
23886.0,conventional,16982.0
23396.0,conventional,16867.0
23401.0,conventional,16875.0
24013.0,conventional,17543.0
26673.0,conventional,18799.0
31314.0,conventional,21765.0
33681.0,conventional,23160.0
34512.0,conventional,23095.0
34691.0,conventional,22680.0
34182.0,conventional,22306.0
33602.0,conventional,21656.0
33570.0,conventional,21411.0
32719.0,conventional,21774.0
32274.0,conventional,22004.0
32031.0,conventional,22435.0
32724.0,conventional,23158.0
34655.0,conventional,23833.0
35109.0,conventional,23974.0
35083.0,conventional,23049.0
34655.0,conventional,22292.0
31889.0,conventional,20872.0
28785.0,conventional,19478.0
27522.0,conventional,13743.0
25729.0,conventional,13637.0
24404.0,conventional,13499.0
23893.0,conventional,13132.0
23832.0,conventional,12891.0
24431.0,conventional,13571.0
27035.0,conventional,14455.0
30841.0,conventional,15786.0
33405.0,conventional,17446.0
34833.0,conventional,17999.0
35301.0,conventional,17190.0
35531.0,conventional,17909.0
35328.0,conventional,17422.0
34877.0,conventional,17192.0
33728.0,conventional,16077.0
32828.0,conventional,15778.0
32297.0,conventional,15343.0
31916.0,conventional,15484.0
31278.0,conventional,15753.0
31106.0,conventional,16120.0
32142.0,conventional,17230.0
33777.0,conventional,18428.0
31724.0,conventional,16816.0
29713.0,conventional,15669.0
27586.0,conventional,14381.0
25507.0,conventional,13756.0
24095.0,conventional,13242.0
23249.0,conventional,12773.0
22703.0,conventional,12402.0
22717.0,conventional,12342.0
23311.0,conventional,12768.0
24157.0,conventional,12904.0
25936.0,conventional,12428.0
28683.0,conventional,13229.0
30106.0,conventional,13371.0
30339.0,conventional,13000.0
30051.0,conventional,12553.0
29818.0,conventional,12171.0
29051.0,conventional,11457.0
27733.0,conventional,11014.0
26732.0,conventional,10895.0
26133.0,conventional,10655.0
25944.0,conventional,10873.0
26262.0,conventional,11284.0
27491.0,conventional,11760.0
29933.0,conventional,12726.0
28728.0,conventional,12380.0
27087.0,conventional,12457.0
25140.0,conventional,12338.0
23269.0,conventional,12048.0
21926.0,conventional,11595.0
21255.0,conventional,11518.0
20836.0,conventional,11598.0
20753.0,conventional,11369.0
21229.0,conventional,11441.0
21444.0,conventional,11472.0
22196.0,conventional,11871.0
24234.0,conventional,10968.0
25918.0,conventional,10517.0
26765.0,conventional,10600.0
26747.0,conventional,10419.0
26802.0,conventional,10432.0
26603.0,conventional,10470.0
25336.0,conventional,10350.0
24651.0,conventional,10402.0
24267.0,conventional,10624.0
24426.0,conventional,10730.0
25295.0,conventional,11007.0
27216.0,conventional,11926.0
29826.0,conventional,12934.0
28733.0,conventional,12578.0
26780.0,conventional,11930.0
24561.0,conventional,11670.0
22905.0,conventional,11352.0
21864.0,conventional,11206.0
21464.0,conventional,11177.0
21581.0,conventional,11188.0
22097.0,conventional,11282.0
25082.0,conventional,12053.0
29079.0,conventional,13212.0
31852.0,conventional,14185.0
33236.0,conventional,14534.0
33698.0,conventional,14338.0
33840.0,conventional,14042.0
33564.0,conventional,13680.0
33233.0,conventional,13331.0
32166.0,conventional,12494.0
31645.0,conventional,12288.0
31079.0,conventional,12127.0
30626.0,conventional,12475.0
30003.0,conventional,12702.0
30052.0,conventional,13556.0
31276.0,conventional,14565.0
33338.0,conventional,14722.0
31070.0,conventional,14302.0
28471.0,conventional,13504.0
26383.0,conventional,12582.0
24673.0,conventional,12091.0
23545.0,conventional,11991.0
23205.0,conventional,11951.0
23059.0,conventional,11938.0
23484.0,conventional,12078.0
25986.0,conventional,13426.0
29426.0,conventional,15237.0
31766.0,conventional,16413.0
32648.0,conventional,15508.0
32849.0,conventional,15278.0
32792.0,conventional,14605.0
32740.0,conventional,14316.0
32324.0,conventional,14437.0
31433.0,conventional,14073.0
30965.0,conventional,14046.0
30500.0,conventional,14181.0
30133.0,conventional,14300.0
29428.0,conventional,14377.0
29522.0,conventional,15730.0
30658.0,conventional,16117.0
32894.0,conventional,17017.0
30671.0,conventional,16814.0
28162.0,conventional,15228.0
26275.0,conventional,13747.0
24564.0,conventional,13514.0
23497.0,conventional,13187.0
23063.0,conventional,12540.0
22984.0,conventional,12399.0
23422.0,conventional,12408.0
25891.0,conventional,13135.0
29102.0,conventional,14192.0
31131.0,conventional,14336.0
32038.0,conventional,13583.0
32088.0,conventional,13441.0
32189.0,conventional,12621.0
32377.0,conventional,12453.0
31989.0,conventional,11951.0
31095.0,conventional,11578.0
30560.0,conventional,11893.0
30190.0,conventional,11910.0
29916.0,conventional,12092.0
29405.0,conventional,11870.0
29307.0,conventional,12051.0
30326.0,conventional,12738.0
32271.0,conventional,13599.0
30098.0,conventional,13304.0
27448.0,conventional,12472.0
25619.0,conventional,11912.0
23983.0,conventional,11827.0
23088.0,conventional,11908.0
22792.0,conventional,11908.0
22678.0,conventional,11901.0
23089.0,conventional,11803.0
25411.0,conventional,12122.0
28377.0,conventional,12758.0
30329.0,conventional,12788.0
31331.0,conventional,12988.0
31533.0,conventional,12120.0
31655.0,conventional,11812.0
31789.0,conventional,11862.0
31745.0,conventional,11734.0
30735.0,conventional,11521.0
30351.0,conventional,11445.0
30048.0,conventional,11194.0
29657.0,conventional,11111.0
29055.0,conventional,11419.0
29193.0,conventional,12231.0
30229.0,conventional,12498.0
31956.0,conventional,13216.0
29614.0,conventional,12066.0
27129.0,conventional,11606.0
25501.0,conventional,11521.0
24049.0,conventional,11493.0
22958.0,conventional,11369.0
22549.0,conventional,11315.0
22524.0,conventional,11538.0
22947.0,conventional,11559.0
25292.0,conventional,12054.0
28473.0,conventional,13082.0
30344.0,conventional,13711.0
31243.0,conventional,13786.0
31738.0,conventional,12793.0
31805.0,conventional,11905.0
31985.0,conventional,11396.0
31789.0,conventional,11360.0
30709.0,conventional,11117.0
29909.0,conventional,10937.0
29427.0,conventional,10796.0
29126.0,conventional,11124.0
28625.0,conventional,11266.0
28530.0,conventional,11592.0
29259.0,conventional,12002.0
30939.0,conventional,12253.0
28892.0,conventional,11895.0
26821.0,conventional,11420.0
25248.0,conventional,11155.0
23680.0,conventional,11096.0
22547.0,conventional,11192.0
22086.0,conventional,11252.0
21677.0,conventional,11242.0
21536.0,conventional,11225.0
21904.0,conventional,11181.0
22593.0,conventional,11233.0
24260.0,conventional,11333.0
26665.0,conventional,10853.0
28037.0,conventional,10742.0
28332.0,conventional,10858.0
28402.0,conventional,10554.0
28482.0,conventional,10678.0
27616.0,conventional,10631.0
26301.0,conventional,10641.0
25500.0,conventional,10737.0
25104.0,conventional,10803.0
24938.0,conventional,10704.0
25059.0,conventional,10640.0
26105.0,conventional,10877.0
28294.0,conventional,11423.0
27127.0,conventional,11602.0
25311.0,conventional,11652.0
23571.0,conventional,11520.0
21979.0,conventional,11245.0
20976.0,conventional,11201.0
20234.0,conventional,11083.0
19844.0,conventional,11157.0
19706.0,conventional,11253.0
20005.0,conventional,11197.0
19982.0,conventional,11126.0
20892.0,conventional,11183.0
22912.0,conventional,10904.0
24535.0,conventional,10765.0
25139.0,conventional,10608.0
25424.0,conventional,10848.0
25589.0,conventional,10893.0
25349.0,conventional,11166.0
24083.0,conventional,10688.0
23223.0,conventional,10501.0
22956.0,conventional,10617.0
23105.0,conventional,10711.0
23583.0,conventional,10521.0
25261.0,conventional,11004.0
27790.0,conventional,12093.0
26876.0,conventional,12075.0
25093.0,conventional,11418.0
23230.0,conventional,11841.0
21959.0,conventional,11576.0
21021.0,conventional,11250.0
20852.0,conventional,11513.0
20784.0,conventional,11540.0
21427.0,conventional,11725.0
23894.0,conventional,12469.0
26902.0,conventional,13164.0
28929.0,conventional,13692.0
29917.0,conventional,13380.0
30525.0,conventional,13778.0
30811.0,conventional,14045.0
30966.0,conventional,14036.0
30917.0,conventional,14106.0
30052.0,conventional,13659.0
29495.0,conventional,13505.0
29198.0,conventional,13232.0
28913.0,conventional,11988.0
28408.0,conventional,11561.0
28414.0,conventional,11736.0
29388.0,conventional,11762.0
31027.0,conventional,12178.0
29028.0,conventional,11379.0
26432.0,conventional,10966.0
24821.0,conventional,10753.0
23415.0,conventional,10293.0
22421.0,conventional,10076.0
22294.0,conventional,10296.0
22165.0,conventional,10482.0
22721.0,conventional,10556.0
24950.0,conventional,10817.0
27843.0,conventional,11191.0
30152.0,conventional,12029.0
31016.0,conventional,12471.0
31416.0,conventional,12474.0
31768.0,conventional,12409.0
32085.0,conventional,12476.0
31885.0,conventional,11936.0
31151.0,conventional,11655.0
30459.0,conventional,11590.0
30279.0,conventional,11705.0
30051.0,conventional,11724.0
29502.0,conventional,11832.0
29478.0,conventional,12253.0
30375.0,conventional,13000.0
32068.0,conventional,13056.0
29750.0,conventional,12258.0
27046.0,conventional,11824.0
25396.0,conventional,11494.0
23966.0,conventional,11217.0
22970.0,conventional,10950.0
22730.0,conventional,10883.0
22653.0,conventional,11002.0
23068.0,conventional,11508.0
25149.0,conventional,11853.0
27858.0,conventional,12594.0
30098.0,conventional,12892.0
31274.0,conventional,12997.0
31755.0,conventional,12981.0
32117.0,conventional,12826.0
32424.0,conventional,12240.0
32298.0,conventional,12154.0
31370.0,conventional,11837.0
30719.0,conventional,11398.0
30330.0,conventional,11153.0
30166.0,conventional,10915.0
29606.0,conventional,10627.0
29691.0,conventional,10764.0
30551.0,conventional,11484.0
31779.0,conventional,12474.0
29529.0,conventional,11770.0
27130.0,conventional,11311.0
25473.0,conventional,11002.0
23963.0,conventional,10737.0
23040.0,conventional,10543.0
22718.0,conventional,10642.0
22643.0,conventional,10610.0
22961.0,conventional,10613.0
25108.0,conventional,11005.0
27717.0,conventional,11280.0
29903.0,conventional,11725.0
31186.0,conventional,11998.0
31427.0,conventional,12102.0
31629.0,conventional,12561.0
31931.0,conventional,13268.0
31844.0,conventional,13328.0
30834.0,conventional,12309.0
30329.0,conventional,12129.0
30047.0,conventional,12112.0
29787.0,conventional,12224.0
29376.0,conventional,13054.0
29149.0,conventional,14167.0
29777.0,conventional,14502.0
31423.0,conventional,14700.0
29650.0,conventional,13776.0
27208.0,conventional,12805.0
25765.0,conventional,12053.0
24124.0,conventional,11366.0
23130.0,conventional,11085.0
22873.0,conventional,10853.0
22679.0,conventional,10908.0
23110.0,conventional,10862.0
25219.0,conventional,11385.0
27775.0,conventional,12886.0
29840.0,conventional,13478.0
30991.0,conventional,13389.0
31475.0,conventional,13030.0
31899.0,conventional,12908.0
32063.0,conventional,13053.0
31748.0,conventional,12792.0
30729.0,conventional,11998.0
29975.0,conventional,11491.0
29598.0,conventional,11390.0
29358.0,conventional,11126.0
28865.0,conventional,11272.0
28684.0,conventional,11460.0
29059.0,conventional,12002.0
30450.0,conventional,13135.0
28940.0,conventional,12256.0
26927.0,conventional,11262.0
25505.0,conventional,11225.0
23912.0,conventional,10826.0
22710.0,conventional,11078.0
22195.0,conventional,10929.0
21763.0,conventional,10718.0
21609.0,conventional,10585.0
21846.0,conventional,10807.0
22297.0,conventional,10712.0
24017.0,conventional,10910.0
26391.0,conventional,11157.0
27728.0,conventional,11115.0
28241.0,conventional,11148.0
28117.0,conventional,11028.0
28177.0,conventional,10659.0
27408.0,conventional,10168.0
26196.0,conventional,9803.0
25406.0,conventional,10053.0
24930.0,conventional,9962.0
24626.0,conventional,9834.0
24928.0,conventional,9913.0
25729.0,conventional,10562.0
27842.0,conventional,11105.0
26778.0,conventional,10923.0
25223.0,conventional,11123.0
23517.0,conventional,10902.0
21900.0,conventional,10213.0
20783.0,conventional,10200.0
20296.0,conventional,10483.0
20010.0,conventional,10615.0
19893.0,conventional,10759.0
20081.0,conventional,10644.0
19980.0,conventional,10417.0
21000.0,conventional,10387.0
23115.0,conventional,10034.0
24574.0,conventional,9627.0
25404.0,conventional,9534.0
25658.0,conventional,9369.0
25858.0,conventional,9414.0
25477.0,conventional,9296.0
24090.0,conventional,9111.0
23310.0,conventional,9100.0
22916.0,conventional,9649.0
22834.0,conventional,9342.0
23212.0,conventional,9419.0
24495.0,conventional,9823.0
27114.0,conventional,10284.0
26708.0,conventional,10197.0
25007.0,conventional,9972.0
23209.0,conventional,10326.0
21702.0,conventional,10007.0
20684.0,conventional,10136.0
20235.0,conventional,10151.0
20057.0,conventional,10247.0
20504.0,conventional,10566.0
22330.0,conventional,10656.0
23951.0,conventional,10636.0
26140.0,conventional,11099.0
28161.0,conventional,11700.0
28900.0,conventional,11716.0
29116.0,conventional,11622.0
29353.0,conventional,11251.0
29558.0,conventional,11227.0
28945.0,conventional,11389.0
27862.0,conventional,11109.0
27369.0,conventional,11110.0
27001.0,conventional,11223.0
26600.0,conventional,10999.0
26537.0,conventional,11055.0
27294.0,conventional,11319.0
29377.0,conventional,12083.0
27982.0,conventional,11780.0
25704.0,conventional,11713.0
26733.0,conventional,12713.0
24878.0,conventional,12730.0
23584.0,conventional,12507.0
23014.0,conventional,12247.0
22802.0,conventional,12266.0
23141.0,conventional,12311.0
24878.0,conventional,12321.0
27954.0,conventional,12664.0
29972.0,conventional,12791.0
31666.0,conventional,13248.0
32685.0,conventional,13248.0
32938.0,conventional,13347.0
32688.0,conventional,13476.0
32605.0,conventional,13443.0
31278.0,conventional,13263.0
30103.0,conventional,13093.0
29527.0,conventional,13730.0
29577.0,conventional,14002.0
30530.0,conventional,14212.0
30552.0,conventional,14561.0
30691.0,conventional,14466.0
30420.0,conventional,14300.0
28961.0,conventional,14208.0
27068.0,conventional,14611.0
27141.0,conventional,17929.0
25150.0,conventional,17279.0
23959.0,conventional,16370.0
23602.0,conventional,16271.0
23523.0,conventional,16292.0
24433.0,conventional,16349.0
27734.0,conventional,17438.0
32930.0,conventional,18969.0
36421.0,conventional,20475.0
38380.0,conventional,21038.0
39310.0,conventional,21278.0
39372.0,conventional,21179.0
38823.0,conventional,21053.0
38987.0,conventional,21366.0
37353.0,conventional,21129.0
37003.0,conventional,21126.0
37051.0,conventional,21410.0
37064.0,conventional,21637.0
37525.0,conventional,21654.0
39542.0,conventional,21722.0
40068.0,conventional,21881.0
38954.0,conventional,21652.0
35865.0,conventional,21101.0
32174.0,conventional,20085.0
25638.0,conventional,12316.0
23896.0,conventional,12488.0
22647.0,conventional,11947.0
22360.0,conventional,11900.0
22442.0,conventional,11877.0
23273.0,conventional,12134.0
26621.0,conventional,12972.0
31183.0,conventional,13969.0
34231.0,conventional,15189.0
35881.0,conventional,15801.0
36663.0,conventional,16156.0
36749.0,conventional,16352.0
36215.0,conventional,16166.0
36104.0,conventional,15805.0
34904.0,conventional,15461.0
34163.0,conventional,15349.0
33715.0,conventional,15444.0
33660.0,conventional,16013.0
33738.0,conventional,16371.0
36017.0,conventional,16376.0
37131.0,conventional,16309.0
36192.0,conventional,15422.0
33508.0,conventional,14983.0
30346.0,conventional,14522.0
26548.0,conventional,12161.0
24772.0,conventional,12132.0
23642.0,conventional,11981.0
23244.0,conventional,11898.0
23138.0,conventional,11911.0
23626.0,conventional,12069.0
26035.0,conventional,12755.0
29629.0,conventional,14019.0
31593.0,conventional,15256.0
32835.0,conventional,15787.0
33051.0,conventional,15458.0
32809.0,conventional,14700.0
32699.0,conventional,12767.0
32407.0,conventional,12416.0
31444.0,conventional,12267.0
30678.0,conventional,12144.0
30396.0,conventional,12077.0
29929.0,conventional,12015.0
29482.0,conventional,12464.0
29549.0,conventional,13309.0
31202.0,conventional,13828.0
33185.0,conventional,14096.0
30762.0,conventional,12915.0
28457.0,conventional,12259.0
26099.0,conventional,11177.0
24450.0,conventional,11015.0
23079.0,conventional,11023.0
22503.0,conventional,10872.0
22163.0,conventional,11071.0
21933.0,conventional,10995.0
22360.0,conventional,10964.0
22916.0,conventional,11147.0
24870.0,conventional,10892.0
27051.0,conventional,11253.0
28408.0,conventional,10858.0
28673.0,conventional,10764.0
28435.0,conventional,10685.0
28397.0,conventional,10425.0
27736.0,conventional,10294.0
26467.0,conventional,10037.0
25651.0,conventional,9934.0
25166.0,conventional,10088.0
24870.0,conventional,10268.0
25055.0,conventional,10411.0
25665.0,conventional,10511.0
27547.0,conventional,11107.0
27152.0,conventional,11269.0
25448.0,conventional,11081.0
25136.0,conventional,14440.0
23802.0,conventional,14202.0
22976.0,conventional,13925.0
22591.0,conventional,13686.0
22447.0,conventional,13790.0
22823.0,conventional,13948.0
24577.0,conventional,14833.0
27169.0,conventional,15851.0
29491.0,conventional,15912.0
30776.0,conventional,15970.0
31424.0,conventional,15880.0
32048.0,conventional,15933.0
19964.0,conventional,6363.0
32090.0,conventional,15975.0
31028.0,conventional,15993.0
30609.0,conventional,16014.0
30255.0,conventional,15923.0
30232.0,conventional,15992.0
29679.0,conventional,16070.0
29614.0,conventional,16042.0
29944.0,conventional,16046.0
30402.0,conventional,16022.0
29344.0,conventional,15955.0
26877.0,conventional,15853.0
28100.0,conventional,16191.0
26396.0,conventional,15283.0
25306.0,conventional,15017.0
24776.0,conventional,14984.0
24535.0,conventional,14996.0
24883.0,conventional,15442.0
26324.0,conventional,16179.0
28428.0,conventional,16950.0
30654.0,conventional,17331.0
32757.0,conventional,17750.0
33818.0,conventional,17922.0
34561.0,conventional,18045.0
35386.0,conventional,17859.0
35699.0,conventional,17266.0
35031.0,conventional,16893.0
34206.0,conventional,16789.0
33887.0,conventional,16815.0
33815.0,conventional,16857.0
33419.0,conventional,16856.0
33014.0,conventional,17020.0
32418.0,conventional,16978.0
32073.0,conventional,17108.0
31556.0,conventional,16983.0
29356.0,conventional,16930.0
28533.0,conventional,18079.0
26831.0,conventional,17758.0
25326.0,conventional,17161.0
24445.0,conventional,17324.0
23708.0,conventional,16746.0
23309.0,conventional,16497.0
23267.0,conventional,16562.0
22708.0,conventional,16061.0
23471.0,conventional,16239.0
25219.0,conventional,16877.0
26863.0,conventional,16958.0
28368.0,conventional,17688.0
29402.0,conventional,17862.0
30512.0,conventional,18381.0
31091.0,conventional,18428.0
30923.0,conventional,18340.0
30506.0,conventional,18310.0
30135.0,conventional,18256.0
29848.0,conventional,18222.0
29787.0,conventional,18879.0
29999.0,conventional,19898.0
31250.0,conventional,20312.0
32002.0,conventional,20699.0
30528.0,conventional,20434.0
28006.0,conventional,19271.0
26591.0,conventional,18638.0
25526.0,conventional,18572.0
25113.0,conventional,18353.0
24767.0,conventional,18326.0
25049.0,conventional,18435.0
26996.0,conventional,20234.0
29471.0,conventional,22091.0
31160.0,conventional,23251.0
33056.0,conventional,23801.0
34208.0,conventional,24258.0
34978.0,conventional,23784.0
35601.0,conventional,23788.0
35998.0,conventional,23923.0
35190.0,conventional,23702.0
34592.0,conventional,23720.0
34392.0,conventional,23472.0
34133.0,conventional,23748.0
33315.0,conventional,24343.0
32587.0,conventional,24113.0
32921.0,conventional,24297.0
33752.0,conventional,23792.0
31260.0,conventional,21447.0
28883.0,conventional,20366.0
25691.0,conventional,18316.0
24482.0,conventional,17736.0
23506.0,conventional,17303.0
23203.0,conventional,16969.0
23149.0,conventional,17073.0
23387.0,conventional,17357.0
25439.0,conventional,18835.0
28856.0,conventional,20926.0
30155.0,conventional,21737.0
31058.0,conventional,21679.0
31600.0,conventional,21178.0
32212.0,conventional,20888.0
32845.0,conventional,20959.0
32841.0,conventional,20886.0
31849.0,conventional,20217.0
31119.0,conventional,19775.0
30858.0,conventional,19588.0
30713.0,conventional,20862.0
30238.0,conventional,21196.0
30420.0,conventional,21671.0
32023.0,conventional,21722.0
31121.0,conventional,20948.0
28555.0,conventional,20154.0
26488.0,conventional,18789.0
23818.0,conventional,14514.0
22249.0,conventional,13952.0
21325.0,conventional,13593.0
20974.0,conventional,13456.0
20998.0,conventional,13515.0
21781.0,conventional,13853.0
24949.0,conventional,16062.0
28973.0,conventional,18197.0
31505.0,conventional,20384.0
32937.0,conventional,21013.0
33646.0,conventional,21081.0
33796.0,conventional,21176.0
34151.0,conventional,21395.0
34259.0,conventional,21239.0
33173.0,conventional,21349.0
32772.0,conventional,21095.0
32561.0,conventional,21157.0
32847.0,conventional,21374.0
34373.0,conventional,21102.0
35228.0,conventional,20915.0
35254.0,conventional,20616.0
34100.0,conventional,19294.0
31441.0,conventional,17355.0
28403.0,conventional,15936.0
26683.0,conventional,17457.0
24939.0,conventional,16685.0
23847.0,conventional,16473.0
23483.0,conventional,16062.0
23431.0,conventional,15992.0
24136.0,conventional,16447.0
26885.0,conventional,18944.0
31544.0,conventional,21515.0
33705.0,conventional,21916.0
34430.0,conventional,22210.0
34545.0,conventional,22016.0
34203.0,conventional,22013.0
33689.0,conventional,21790.0
33474.0,conventional,21803.0
32501.0,conventional,21521.0
32084.0,conventional,21267.0
31853.0,conventional,21463.0
32368.0,conventional,21809.0
33977.0,conventional,22271.0
34127.0,conventional,22065.0
34163.0,conventional,22021.0
33340.0,conventional,20549.0
31163.0,conventional,19527.0
28616.0,conventional,17815.0
23488.0,conventional,11024.0
22142.0,conventional,11142.0
