totalload_actual,variable,value
34890.0,hydro_other,3892.0
34799.0,hydro_other,4335.0
35776.0,hydro_other,5188.0
37183.0,hydro_other,5731.0
37454.0,hydro_other,5146.0
37579.0,hydro_other,4481.0
36681.0,hydro_other,4559.0
33880.0,hydro_other,4410.0
30489.0,hydro_other,3942.0
28144.0,hydro_other,3659.0
26046.0,hydro_other,3272.0
24800.0,hydro_other,3461.0
24218.0,hydro_other,3928.0
24142.0,hydro_other,4841.0
24754.0,hydro_other,4566.0
27642.0,hydro_other,3710.0
32381.0,hydro_other,5060.0
35277.0,hydro_other,5750.0
36093.0,hydro_other,6195.0
36394.0,hydro_other,6023.0
36109.0,hydro_other,5788.0
35593.0,hydro_other,4327.0
35229.0,hydro_other,3548.0
34226.0,hydro_other,4109.0
33710.0,hydro_other,4299.0
33574.0,hydro_other,4734.0
34426.0,hydro_other,6124.0
36288.0,hydro_other,7823.0
36610.0,hydro_other,7057.0
36694.0,hydro_other,4727.0
35971.0,hydro_other,4411.0
33405.0,hydro_other,3701.0
30292.0,hydro_other,3829.0
27987.0,hydro_other,3674.0
25935.0,hydro_other,3901.0
24684.0,hydro_other,4377.0
24040.0,hydro_other,4145.0
23989.0,hydro_other,3806.0
24642.0,hydro_other,3279.0
27262.0,hydro_other,3711.0
31876.0,hydro_other,5593.0
34912.0,hydro_other,7511.0
35642.0,hydro_other,7715.0
35712.0,hydro_other,6772.0
35514.0,hydro_other,6799.0
35180.0,hydro_other,5784.0
34710.0,hydro_other,4476.0
33505.0,hydro_other,3701.0
33053.0,hydro_other,3712.0
32899.0,hydro_other,3836.0
33647.0,hydro_other,5215.0
35657.0,hydro_other,6505.0
35967.0,hydro_other,5555.0
36154.0,hydro_other,5273.0
35422.0,hydro_other,4801.0
33081.0,hydro_other,3693.0
30075.0,hydro_other,3474.0
27831.0,hydro_other,3558.0
25772.0,hydro_other,3509.0
24320.0,hydro_other,3550.0
23784.0,hydro_other,4063.0
23656.0,hydro_other,3926.0
24203.0,hydro_other,3458.0
26675.0,hydro_other,3380.0
31103.0,hydro_other,4743.0
33847.0,hydro_other,4922.0
34653.0,hydro_other,4976.0
34927.0,hydro_other,4917.0
34688.0,hydro_other,4655.0
34071.0,hydro_other,4089.0
33535.0,hydro_other,3788.0
32252.0,hydro_other,3331.0
31475.0,hydro_other,3560.0
31178.0,hydro_other,3657.0
31761.0,hydro_other,4121.0
33563.0,hydro_other,4830.0
34041.0,hydro_other,5050.0
33953.0,hydro_other,4953.0
33098.0,hydro_other,4950.0
31194.0,hydro_other,4179.0
28684.0,hydro_other,3827.0
26591.0,hydro_other,3824.0
24533.0,hydro_other,3353.0
23053.0,hydro_other,3523.0
22329.0,hydro_other,3814.0
21891.0,hydro_other,3649.0
21853.0,hydro_other,3624.0
22551.0,hydro_other,3536.0
24115.0,hydro_other,3216.0
25761.0,hydro_other,3356.0
28444.0,hydro_other,3940.0
30139.0,hydro_other,4318.0
30199.0,hydro_other,4286.0
29718.0,hydro_other,4250.0
29767.0,hydro_other,4288.0
29157.0,hydro_other,4228.0
28044.0,hydro_other,4028.0
27345.0,hydro_other,4387.0
27815.0,hydro_other,4862.0
29901.0,hydro_other,7018.0
30400.0,hydro_other,7168.0
30931.0,hydro_other,7323.0
30580.0,hydro_other,6991.0
29293.0,hydro_other,5992.0
27320.0,hydro_other,4886.0
24956.0,hydro_other,4255.0
22910.0,hydro_other,3875.0
21599.0,hydro_other,3757.0
20744.0,hydro_other,3789.0
20397.0,hydro_other,3729.0
20439.0,hydro_other,4011.0
20989.0,hydro_other,3999.0
22014.0,hydro_other,4205.0
22978.0,hydro_other,4220.0
25196.0,hydro_other,4096.0
27240.0,hydro_other,3726.0
27874.0,hydro_other,3678.0
27700.0,hydro_other,3608.0
27944.0,hydro_other,3681.0
27598.0,hydro_other,3704.0
26415.0,hydro_other,3667.0
25724.0,hydro_other,3885.0
26020.0,hydro_other,4328.0
28361.0,hydro_other,5407.0
29187.0,hydro_other,5433.0
29880.0,hydro_other,5361.0
29973.0,hydro_other,6376.0
28806.0,hydro_other,5590.0
26608.0,hydro_other,4900.0
24074.0,hydro_other,4096.0
22040.0,hydro_other,3539.0
20759.0,hydro_other,3470.0
20087.0,hydro_other,3365.0
19894.0,hydro_other,3397.0
20299.0,hydro_other,3879.0
21617.0,hydro_other,3727.0
23853.0,hydro_other,3890.0
25773.0,hydro_other,3677.0
28255.0,hydro_other,5143.0
29575.0,hydro_other,5286.0
29423.0,hydro_other,4696.0
28749.0,hydro_other,4092.0
28400.0,hydro_other,3973.0
27707.0,hydro_other,3855.0
26728.0,hydro_other,3852.0
26319.0,hydro_other,4430.0
26882.0,hydro_other,6261.0
29305.0,hydro_other,7327.0
29570.0,hydro_other,6611.0
28474.0,hydro_other,5882.0
26583.0,hydro_other,4536.0
24287.0,hydro_other,3413.0
23231.0,hydro_other,3528.0
22499.0,hydro_other,3923.0
21353.0,hydro_other,3184.0
20021.0,hydro_other,3038.0
18899.0,hydro_other,3170.0
18279.0,hydro_other,3191.0
18179.0,hydro_other,3331.0
18472.0,hydro_other,3274.0
19012.0,hydro_other,3439.0
19244.0,hydro_other,3521.0
20540.0,hydro_other,3735.0
22644.0,hydro_other,4012.0
24059.0,hydro_other,3764.0
24491.0,hydro_other,3451.0
24570.0,hydro_other,3428.0
23736.0,hydro_other,3691.0
22063.0,hydro_other,3530.0
21618.0,hydro_other,3846.0
22204.0,hydro_other,3559.0
24487.0,hydro_other,4085.0
25638.0,hydro_other,4453.0
26518.0,hydro_other,5036.0
26921.0,hydro_other,5870.0
26318.0,hydro_other,4988.0
24341.0,hydro_other,3622.0
22138.0,hydro_other,3018.0
20267.0,hydro_other,3479.0
19102.0,hydro_other,3672.0
18598.0,hydro_other,3749.0
18522.0,hydro_other,3882.0
19135.0,hydro_other,3872.0
20917.0,hydro_other,3528.0
23860.0,hydro_other,3695.0
26435.0,hydro_other,3789.0
28792.0,hydro_other,4514.0
30404.0,hydro_other,4107.0
30774.0,hydro_other,4132.0
30530.0,hydro_other,4118.0
30532.0,hydro_other,4212.0
29732.0,hydro_other,3994.0
28525.0,hydro_other,3833.0
28144.0,hydro_other,4225.0
28627.0,hydro_other,5508.0
30534.0,hydro_other,7452.0
31167.0,hydro_other,7104.0
31577.0,hydro_other,6677.0
31459.0,hydro_other,7295.0
29812.0,hydro_other,6001.0
27108.0,hydro_other,5121.0
24679.0,hydro_other,4921.0
22620.0,hydro_other,3818.0
21316.0,hydro_other,3427.0
20739.0,hydro_other,3157.0
20676.0,hydro_other,3162.0
21231.0,hydro_other,3209.0
23195.0,hydro_other,3577.0
26398.0,hydro_other,4733.0
29222.0,hydro_other,5447.0
31599.0,hydro_other,6933.0
32759.0,hydro_other,6811.0
32889.0,hydro_other,6500.0
32376.0,hydro_other,5888.0
32295.0,hydro_other,5898.0
31399.0,hydro_other,4730.0
30469.0,hydro_other,5057.0
30184.0,hydro_other,6611.0
30819.0,hydro_other,7790.0
32522.0,hydro_other,8865.0
32940.0,hydro_other,8268.0
33142.0,hydro_other,6543.0
32669.0,hydro_other,5855.0
30753.0,hydro_other,5670.0
27882.0,hydro_other,5665.0
25147.0,hydro_other,4010.0
23068.0,hydro_other,3076.0
21779.0,hydro_other,2673.0
21244.0,hydro_other,2722.0
21132.0,hydro_other,2724.0
21642.0,hydro_other,2724.0
23591.0,hydro_other,2960.0
26804.0,hydro_other,3310.0
29506.0,hydro_other,3974.0
31863.0,hydro_other,5146.0
33050.0,hydro_other,5248.0
33200.0,hydro_other,5194.0
32659.0,hydro_other,5549.0
32453.0,hydro_other,4723.0
31308.0,hydro_other,4112.0
30281.0,hydro_other,3997.0
29935.0,hydro_other,4545.0
30428.0,hydro_other,5159.0
32248.0,hydro_other,6635.0
32728.0,hydro_other,6261.0
32642.0,hydro_other,4732.0
32155.0,hydro_other,4102.0
30428.0,hydro_other,3384.0
28015.0,hydro_other,3186.0
25709.0,hydro_other,2826.0
23622.0,hydro_other,2930.0
22122.0,hydro_other,3451.0
21368.0,hydro_other,4337.0
21084.0,hydro_other,4874.0
21168.0,hydro_other,4872.0
21927.0,hydro_other,4479.0
23347.0,hydro_other,4097.0
24931.0,hydro_other,3769.0
27300.0,hydro_other,3794.0
29315.0,hydro_other,3812.0
29757.0,hydro_other,4097.0
29366.0,hydro_other,3881.0
29252.0,hydro_other,3462.0
28811.0,hydro_other,3393.0
27815.0,hydro_other,3525.0
27044.0,hydro_other,3466.0
27317.0,hydro_other,4357.0
29535.0,hydro_other,4733.0
30271.0,hydro_other,4720.0
30819.0,hydro_other,4409.0
30718.0,hydro_other,4232.0
29352.0,hydro_other,3686.0
27332.0,hydro_other,3275.0
24922.0,hydro_other,3037.0
22772.0,hydro_other,3361.0
21301.0,hydro_other,3469.0
20386.0,hydro_other,4267.0
20103.0,hydro_other,4415.0
20112.0,hydro_other,4264.0
20651.0,hydro_other,4105.0
21639.0,hydro_other,4038.0
22662.0,hydro_other,3158.0
24759.0,hydro_other,3042.0
26942.0,hydro_other,3327.0
27614.0,hydro_other,3548.0
27235.0,hydro_other,3212.0
27462.0,hydro_other,3457.0
27264.0,hydro_other,3706.0
26002.0,hydro_other,3587.0
25313.0,hydro_other,3608.0
25552.0,hydro_other,4088.0
28072.0,hydro_other,4743.0
29221.0,hydro_other,4943.0
30042.0,hydro_other,5029.0
30229.0,hydro_other,5787.0
29145.0,hydro_other,5299.0
26934.0,hydro_other,4494.0
24312.0,hydro_other,3229.0
22140.0,hydro_other,2809.0
20851.0,hydro_other,2841.0
20200.0,hydro_other,3078.0
20006.0,hydro_other,2990.0
20366.0,hydro_other,2984.0
21723.0,hydro_other,3123.0
23850.0,hydro_other,3087.0
25969.0,hydro_other,3294.0
28382.0,hydro_other,3868.0
29873.0,hydro_other,4099.0
29753.0,hydro_other,4028.0
28982.0,hydro_other,3583.0
28636.0,hydro_other,3293.0
27988.0,hydro_other,3750.0
27009.0,hydro_other,3667.0
26449.0,hydro_other,3784.0
26738.0,hydro_other,4269.0
29592.0,hydro_other,5522.0
30653.0,hydro_other,6364.0
29735.0,hydro_other,5495.0
28071.0,hydro_other,4415.0
25801.0,hydro_other,3690.0
24455.0,hydro_other,3245.0
22009.0,wind,11156.0
20589.0,wind,9437.0
19547.0,wind,6474.0
18871.0,wind,6329.0
18688.0,wind,6172.0
18869.0,wind,6189.0
19263.0,wind,5782.0
19046.0,wind,5963.0
19563.0,wind,5770.0
21063.0,wind,6448.0
22448.0,wind,7056.0
23033.0,wind,8335.0
23680.0,wind,9002.0
23918.0,wind,11860.0
22626.0,wind,12244.0
22130.0,wind,12635.0
22607.0,wind,13564.0
25198.0,wind,14629.0
26477.0,wind,14358.0
27326.0,wind,14342.0
27534.0,wind,14041.0
26946.0,wind,14166.0
24878.0,wind,13271.0
28084.0,wind,2158.0
26180.0,wind,2485.0
25063.0,wind,3156.0
24672.0,wind,3748.0
24537.0,wind,3954.0
25261.0,wind,4530.0
27911.0,wind,4849.0
32762.0,wind,5433.0
35344.0,wind,6143.0
36342.0,wind,6323.0
36727.0,wind,6544.0
36772.0,wind,7352.0
36642.0,wind,8394.0
36684.0,wind,9163.0
35554.0,wind,10712.0
35155.0,wind,10970.0
34958.0,wind,10782.0
35112.0,wind,10235.0
36077.0,wind,9581.0
37957.0,wind,8919.0
38313.0,wind,8877.0
37394.0,wind,9051.0
34645.0,wind,9009.0
31297.0,wind,8873.0
28930.0,wind,10099.0
26848.0,wind,9657.0
25598.0,wind,9425.0
25203.0,wind,9877.0
24987.0,wind,10457.0
25730.0,wind,11247.0
28433.0,wind,11741.0
32647.0,wind,11816.0
35564.0,wind,12134.0
36996.0,wind,12249.0
37853.0,wind,12274.0
37462.0,wind,12936.0
37710.0,wind,12629.0
36951.0,wind,12488.0
35258.0,wind,13397.0
34981.0,wind,14422.0
34927.0,wind,15304.0
35080.0,wind,15713.0
35274.0,wind,16063.0
37370.0,wind,15686.0
38355.0,wind,15233.0
37128.0,wind,14367.0
34310.0,wind,14739.0
31080.0,wind,15112.0
24890.0,wind,5669.0
22892.0,wind,5836.0
21436.0,wind,5841.0
20636.0,wind,5797.0
20276.0,wind,5698.0
20235.0,wind,5311.0
20708.0,wind,5110.0
21220.0,wind,5220.0
21777.0,wind,5358.0
23736.0,wind,5299.0
25195.0,wind,5324.0
25876.0,wind,5276.0
25610.0,wind,5724.0
25179.0,wind,5608.0
24932.0,wind,5553.0
23987.0,wind,5690.0
23262.0,wind,6702.0
22859.0,wind,6958.0
22924.0,wind,7260.0
23696.0,wind,7110.0
26026.0,wind,7735.0
28770.0,wind,8799.0
27734.0,wind,9488.0
26027.0,wind,10054.0
24004.0,wind,4402.0
22300.0,wind,4587.0
21162.0,wind,4482.0
20561.0,wind,4536.0
20264.0,wind,4225.0
20037.0,wind,4028.0
20223.0,wind,3860.0
20090.0,wind,3603.0
21114.0,wind,3267.0
23050.0,wind,3209.0
24492.0,wind,3298.0
25223.0,wind,3203.0
25389.0,wind,3262.0
25542.0,wind,3325.0
25099.0,wind,3551.0
23834.0,wind,4393.0
23017.0,wind,4538.0
22735.0,wind,4514.0
22835.0,wind,4492.0
23281.0,wind,4215.0
24770.0,wind,3688.0
27316.0,wind,3542.0
26745.0,wind,3858.0
24843.0,wind,4361.0
25315.0,wind,1400.0
23802.0,wind,1194.0
22721.0,wind,1138.0
22606.0,wind,1191.0
22345.0,wind,1210.0
22638.0,wind,1225.0
24358.0,wind,1029.0
26797.0,wind,1063.0
29053.0,wind,897.0
30364.0,wind,765.0
31084.0,wind,930.0
31549.0,wind,1428.0
31908.0,wind,2000.0
31924.0,wind,2505.0
31032.0,wind,2883.0
30223.0,wind,3396.0
29762.0,wind,3673.0
29657.0,wind,4042.0
29153.0,wind,4389.0
28886.0,wind,4911.0
28695.0,wind,5244.0
29112.0,wind,4210.0
28473.0,wind,3416.0
26404.0,wind,3313.0
25657.0,wind,1792.0
24090.0,wind,1615.0
22924.0,wind,1559.0
22334.0,wind,1518.0
21903.0,wind,1352.0
21520.0,wind,1246.0
21368.0,wind,1279.0
21291.0,wind,1344.0
22570.0,wind,1242.0
24388.0,wind,1181.0
25963.0,wind,1313.0
26848.0,wind,1472.0
27451.0,wind,1994.0
27952.0,wind,2821.0
28153.0,wind,3718.0
27341.0,wind,4293.0
26724.0,wind,4979.0
26355.0,wind,4880.0
26132.0,wind,4839.0
26550.0,wind,4948.0
27009.0,wind,4925.0
27768.0,wind,4357.0
28830.0,wind,3940.0
27283.0,wind,3710.0
28973.0,wind,5603.0
26978.0,wind,5661.0
25717.0,wind,5289.0
25007.0,wind,5004.0
24715.0,wind,4999.0
24865.0,wind,4988.0
26500.0,wind,4720.0
28418.0,wind,4515.0
31016.0,wind,3955.0
33411.0,wind,3423.0
34929.0,wind,3078.0
36404.0,wind,2970.0
37537.0,wind,2974.0
38181.0,wind,2985.0
37951.0,wind,3070.0
37465.0,wind,3386.0
37143.0,wind,3795.0
36836.0,wind,4092.0
36254.0,wind,4398.0
35460.0,wind,4704.0
34656.0,wind,5154.0
34867.0,wind,5915.0
34253.0,wind,6724.0
32022.0,wind,6885.0
28117.0,wind,7032.0
26500.0,wind,6684.0
25217.0,wind,6526.0
24377.0,wind,6310.0
23901.0,wind,5665.0
23569.0,wind,5496.0
23825.0,wind,5288.0
24302.0,wind,5018.0
25030.0,wind,4737.0
27215.0,wind,4327.0
29131.0,wind,4047.0
30124.0,wind,3929.0
30821.0,wind,3769.0
31551.0,wind,3573.0
31594.0,wind,3406.0
30933.0,wind,3513.0
30414.0,wind,3728.0
30087.0,wind,3936.0
29701.0,wind,4098.0
29364.0,wind,4168.0
29672.0,wind,4520.0
31042.0,wind,5017.0
29442.0,wind,5293.0
27625.0,wind,5434.0
23720.0,wind,7150.0
22667.0,wind,7101.0
21892.0,wind,7389.0
21649.0,wind,7870.0
21547.0,wind,7917.0
22136.0,wind,8525.0
24622.0,wind,8670.0
28097.0,wind,8614.0
29724.0,wind,9076.0
30807.0,wind,9056.0
31501.0,wind,9291.0
32181.0,wind,9599.0
32949.0,wind,9445.0
33195.0,wind,9190.0
32426.0,wind,9136.0
31895.0,wind,9588.0
31644.0,wind,10357.0
31656.0,wind,10479.0
30812.0,wind,10335.0
30893.0,wind,10128.0
32858.0,wind,10269.0
32059.0,wind,10303.0
29129.0,wind,10073.0
26755.0,wind,10002.0
26485.0,wind,2351.0
24649.0,wind,2558.0
23220.0,wind,2645.0
22586.0,wind,2786.0
22221.0,wind,3040.0
22148.0,wind,3154.0
22469.0,wind,3444.0
22957.0,wind,3665.0
23960.0,wind,3384.0
25994.0,wind,2980.0
27364.0,wind,2965.0
27682.0,wind,3345.0
27398.0,wind,3659.0
27520.0,wind,4007.0
27262.0,wind,4192.0
26185.0,wind,4776.0
25375.0,wind,5090.0
25196.0,wind,5138.0
27299.0,wind,5375.0
28822.0,wind,6050.0
29569.0,wind,6418.0
29496.0,wind,6678.0
28344.0,wind,6975.0
26424.0,wind,7398.0
27592.0,wind,6900.0
25652.0,wind,7101.0
24165.0,wind,7267.0
23445.0,wind,7123.0
23176.0,wind,7363.0
23167.0,wind,7635.0
23782.0,wind,7485.0
25273.0,wind,7387.0
26823.0,wind,7579.0
29418.0,wind,7371.0
30850.0,wind,7070.0
31070.0,wind,6854.0
30452.0,wind,7149.0
30335.0,wind,7844.0
29804.0,wind,8110.0
28701.0,wind,8218.0
27893.0,wind,8062.0
28646.0,wind,7703.0
30653.0,wind,7873.0
31068.0,wind,8272.0
31525.0,wind,8594.0
31244.0,wind,8735.0
29784.0,wind,8649.0
27859.0,wind,8989.0
29696.0,wind,4528.0
27207.0,wind,4589.0
25639.0,wind,4537.0
24942.0,wind,4621.0
24452.0,wind,4296.0
24303.0,wind,3664.0
24930.0,wind,3519.0
26539.0,wind,3357.0
28350.0,wind,3539.0
31034.0,wind,3871.0
33328.0,wind,3929.0
33998.0,wind,4053.0
33837.0,wind,4153.0
34051.0,wind,4662.0
33580.0,wind,5049.0
32283.0,wind,5375.0
31363.0,wind,6046.0
31130.0,wind,5937.0
32760.0,wind,5314.0
33712.0,wind,5157.0
34044.0,wind,5593.0
33730.0,wind,5748.0
32351.0,wind,5638.0
30229.0,wind,5789.0
27927.0,wind,5918.0
25579.0,wind,5824.0
23887.0,wind,5684.0
22968.0,wind,5482.0
22367.0,wind,5530.0
22345.0,wind,5192.0
22849.0,wind,4794.0
23666.0,wind,4306.0
24472.0,wind,4000.0
26437.0,wind,3489.0
29091.0,wind,3127.0
30443.0,wind,2957.0
30689.0,wind,3044.0
31383.0,wind,2827.0
31230.0,wind,2502.0
29789.0,wind,2231.0
28694.0,wind,1982.0
28529.0,wind,1828.0
30829.0,wind,1953.0
32694.0,wind,2285.0
33733.0,wind,2572.0
33944.0,wind,2681.0
32725.0,wind,2826.0
29987.0,wind,3008.0
27071.0,wind,3007.0
24897.0,wind,3130.0
23763.0,wind,3152.0
23367.0,wind,3287.0
23467.0,wind,3697.0
24232.0,wind,3665.0
27441.0,wind,3815.0
32817.0,wind,3900.0
36481.0,wind,4000.0
37847.0,wind,4024.0
38595.0,wind,3788.0
38455.0,wind,4014.0
37900.0,wind,4208.0
37541.0,wind,4670.0
36353.0,wind,5248.0
35719.0,wind,5642.0
35397.0,wind,5991.0
35698.0,wind,6612.0
37389.0,wind,7541.0
38677.0,wind,8632.0
39011.0,wind,9144.0
38107.0,wind,9534.0
35180.0,wind,9921.0
31684.0,wind,9973.0
29080.0,wind,10071.0
26989.0,wind,10192.0
25534.0,wind,10150.0
25043.0,wind,10224.0
24865.0,wind,10165.0
25549.0,wind,10092.0
28376.0,wind,10160.0
33340.0,wind,10023.0
36495.0,wind,9985.0
37428.0,wind,9660.0
37824.0,wind,9385.0
37398.0,wind,9311.0
36831.0,wind,9093.0
36585.0,wind,9285.0
35295.0,wind,9802.0
34766.0,wind,10058.0
34470.0,wind,10187.0
34557.0,wind,10389.0
36302.0,wind,10946.0
37882.0,wind,11536.0
38338.0,wind,11547.0
37592.0,wind,11430.0
34775.0,wind,11485.0
31260.0,wind,11524.0
28778.0,wind,11441.0
26633.0,wind,11400.0
25428.0,wind,10692.0
24967.0,wind,10530.0
24989.0,wind,10151.0
25634.0,wind,10043.0
28262.0,wind,10069.0
33043.0,wind,9931.0
35912.0,wind,9506.0
36749.0,wind,9232.0
37048.0,wind,8678.0
36698.0,wind,8385.0
36159.0,wind,8294.0
35820.0,wind,8118.0
34651.0,wind,7711.0
34068.0,wind,7196.0
33707.0,wind,6188.0
33755.0,wind,5349.0
35431.0,wind,5057.0
37130.0,wind,4968.0
37595.0,wind,4697.0
36879.0,wind,4299.0
34112.0,wind,4178.0
30874.0,wind,4388.0
28515.0,wind,4637.0
26561.0,wind,4815.0
25257.0,wind,4564.0
24791.0,wind,4575.0
24778.0,wind,4721.0
25257.0,wind,4672.0
27986.0,wind,4349.0
32829.0,wind,4036.0
35707.0,wind,3921.0
36607.0,wind,3802.0
36925.0,wind,3562.0
36500.0,wind,3257.0
35916.0,wind,2953.0
35405.0,wind,2890.0
34314.0,wind,2873.0
34010.0,wind,2774.0
33899.0,wind,2564.0
33977.0,wind,2629.0
35741.0,wind,2598.0
37255.0,wind,2460.0
37653.0,wind,2350.0
36865.0,wind,2504.0
34299.0,wind,2899.0
30981.0,wind,3030.0
28699.0,wind,3531.0
26600.0,wind,3939.0
25369.0,wind,3996.0
24703.0,wind,4270.0
24656.0,wind,4562.0
25377.0,wind,4804.0
28142.0,wind,4734.0
32852.0,wind,4963.0
35889.0,wind,4746.0
36801.0,wind,4546.0
37239.0,wind,4082.0
37076.0,wind,3940.0
36506.0,wind,4379.0
36183.0,wind,4684.0
34645.0,wind,4826.0
33562.0,wind,4835.0
33088.0,wind,5053.0
32951.0,wind,5054.0
34431.0,wind,5755.0
35955.0,wind,6354.0
36042.0,wind,6664.0
35367.0,wind,6347.0
33186.0,wind,6044.0
30589.0,wind,6485.0
28582.0,wind,6610.0
26467.0,wind,6531.0
24933.0,wind,6857.0
24084.0,wind,7168.0
23565.0,wind,7725.0
23551.0,wind,7872.0
24171.0,wind,8069.0
25806.0,wind,8480.0
27507.0,wind,8703.0
29919.0,wind,8691.0
31735.0,wind,8588.0
32020.0,wind,8616.0
31350.0,wind,9148.0
31356.0,wind,10140.0
30633.0,wind,10986.0
29464.0,wind,11361.0
28486.0,wind,11738.0
28463.0,wind,11771.0
30102.0,wind,11964.0
31769.0,wind,12282.0
32104.0,wind,12269.0
31837.0,wind,12320.0
30526.0,wind,12218.0
28532.0,wind,11977.0
26212.0,wind,11659.0
24156.0,wind,11510.0
22697.0,wind,11415.0
21952.0,wind,11281.0
21541.0,wind,10758.0
21645.0,wind,10258.0
22110.0,wind,9980.0
22961.0,wind,9663.0
23554.0,wind,9279.0
25384.0,wind,8842.0
27481.0,wind,8311.0
28276.0,wind,8138.0
28007.0,wind,8397.0
28038.0,wind,8888.0
27927.0,wind,9165.0
26581.0,wind,8977.0
25872.0,wind,8634.0
25619.0,wind,8099.0
27580.0,wind,8028.0
29949.0,wind,8135.0
31164.0,wind,7948.0
31311.0,wind,7622.0
30226.0,wind,7286.0
27842.0,wind,7354.0
25370.0,wind,7558.0
23756.0,wind,7885.0
22898.0,wind,7908.0
22486.0,wind,8036.0
22575.0,wind,8147.0
23415.0,wind,7957.0
26439.0,wind,7837.0
31221.0,wind,7779.0
34126.0,wind,7740.0
35114.0,wind,7729.0
35461.0,wind,7352.0
35093.0,wind,6703.0
34739.0,wind,6292.0
34411.0,wind,6155.0
33384.0,wind,6047.0
32750.0,wind,5858.0
32288.0,wind,5777.0
32365.0,wind,5701.0
33735.0,wind,6047.0
35367.0,wind,6372.0
35896.0,wind,6300.0
35142.0,wind,6138.0
32692.0,wind,5781.0
29479.0,wind,5493.0
27520.0,wind,5330.0
25849.0,wind,5059.0
24688.0,wind,4714.0
24223.0,wind,4576.0
24215.0,wind,4515.0
24775.0,wind,4309.0
27297.0,wind,4178.0
31900.0,wind,4027.0
34594.0,wind,3664.0
35333.0,wind,3190.0
35680.0,wind,2907.0
35373.0,wind,2631.0
34888.0,wind,2468.0
34544.0,wind,2323.0
33334.0,wind,2239.0
32628.0,wind,2102.0
32298.0,wind,2013.0
32336.0,wind,2018.0
33783.0,wind,1985.0
35680.0,wind,1980.0
36300.0,wind,1769.0
35400.0,wind,1494.0
32827.0,wind,1366.0
29671.0,wind,1649.0
27843.0,wind,2169.0
25915.0,wind,2626.0
24596.0,wind,2771.0
24206.0,wind,3220.0
23995.0,wind,3523.0
24626.0,wind,3972.0
27356.0,wind,4234.0
31959.0,wind,4515.0
34695.0,wind,4842.0
35484.0,wind,4862.0
35535.0,wind,4726.0
35229.0,wind,4816.0
34775.0,wind,4890.0
34441.0,wind,5047.0
33438.0,wind,5209.0
32919.0,wind,5117.0
32634.0,wind,5000.0
32753.0,wind,4897.0
34336.0,wind,4888.0
36162.0,wind,4551.0
36619.0,wind,4146.0
35742.0,wind,3886.0
33028.0,wind,3813.0
30018.0,wind,3887.0
27889.0,wind,4184.0
25937.0,wind,4092.0
24745.0,wind,4059.0
24314.0,wind,4017.0
24066.0,wind,3965.0
24696.0,wind,4065.0
27387.0,wind,4398.0
31834.0,wind,4660.0
34538.0,wind,5123.0
35436.0,wind,5578.0
35837.0,wind,5347.0
35781.0,wind,5341.0
35807.0,wind,5716.0
35885.0,wind,6336.0
34811.0,wind,6593.0
34360.0,wind,6612.0
34296.0,wind,6630.0
34662.0,wind,6750.0
35185.0,wind,6856.0
36188.0,wind,7568.0
36768.0,wind,7709.0
35860.0,wind,7504.0
33225.0,wind,7907.0
30040.0,wind,8892.0
27886.0,wind,9938.0
26300.0,wind,10618.0
25145.0,wind,10866.0
24676.0,wind,11261.0
24621.0,wind,11347.0
25274.0,wind,11945.0
27795.0,wind,12151.0
32432.0,wind,12125.0
35270.0,wind,11835.0
36539.0,wind,11408.0
37205.0,wind,11312.0
37248.0,wind,11737.0
36934.0,wind,12076.0
36801.0,wind,12372.0
35483.0,wind,12388.0
34702.0,wind,12538.0
34314.0,wind,12469.0
34257.0,wind,11951.0
35191.0,wind,11648.0
36840.0,wind,11693.0
36937.0,wind,11695.0
35986.0,wind,11336.0
33712.0,wind,11154.0
31047.0,wind,11060.0
29049.0,wind,10884.0
26780.0,wind,10599.0
25224.0,wind,10348.0
24438.0,wind,9957.0
24110.0,wind,9669.0
24087.0,wind,9446.0
24624.0,wind,9341.0
26112.0,wind,9356.0
27842.0,wind,9277.0
30589.0,wind,8971.0
32670.0,wind,8591.0
32825.0,wind,8416.0
32130.0,wind,8533.0
31978.0,wind,8666.0
31268.0,wind,8605.0
30113.0,wind,8615.0
29210.0,wind,8397.0
29211.0,wind,8143.0
30634.0,wind,7797.0
32398.0,wind,7844.0
32858.0,wind,7930.0
32772.0,wind,7607.0
31486.0,wind,7454.0
29341.0,wind,7426.0
27071.0,wind,7112.0
24950.0,wind,7173.0
23540.0,wind,7371.0
22679.0,wind,7342.0
22300.0,wind,7300.0
22253.0,wind,7678.0
22544.0,wind,8092.0
23096.0,wind,8238.0
23962.0,wind,8431.0
26273.0,wind,8399.0
28506.0,wind,7881.0
29497.0,wind,7760.0
29256.0,wind,7757.0
29543.0,wind,7730.0
29348.0,wind,7735.0
28075.0,wind,7235.0
27316.0,wind,7391.0
27142.0,wind,7152.0
28823.0,wind,6646.0
31214.0,wind,6624.0
32469.0,wind,6848.0
32566.0,wind,6329.0
31469.0,wind,6263.0
28919.0,wind,5759.0
26206.0,wind,5561.0
24375.0,wind,5632.0
23280.0,wind,5275.0
22779.0,wind,4876.0
22754.0,wind,4426.0
23580.0,wind,4289.0
26724.0,wind,4075.0
31846.0,wind,3892.0
34867.0,wind,3654.0
36074.0,wind,3322.0
